"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",2,3,2,3,1,2,3,1,2,2,2,4,4,2,2,3,2,3,3,1,2,33,9,3,1,2,17,8,1,3,2,2,2,4,3,2,2,3,2,3,11,1,2,4,4,4,2,2,7,3,2,6,3,3,1,2,5,3,2,4,1,3,1,3,4,3,1,3,3,3,1,3,3,2,2,4,24,1,4,4,3,3,4,3,1,11,3,2,8,3,3,3,2,2,1,2,2,9,2,1,4,3,2,3,1,6,1,2,9,2,3,2,3,4,1,10,1,1,10,1,3,2,3,5,3,3,3,1,2,3,3,3,4,3,4,1,3,2,3,4,1,1,2,4,3,1,2,2,1,1,2,3,2,4,3,4,1,14,8,4,2,3,2,4,4,2,1,1,1,2,3,2,1,2,2,2,4,3,1,4,2,4,3,7,2,4,3,3,3,5,2,7,4,2,6,5,4,4,1,2
"2",6,4,4,15,4,7,4,2,3,6,3,3,1,1,6,5,7,2,4,3,4,3,1,4,2,4,2,3,6,4,47,1,5,2,4,5,4,2,4,5,1,3,20,3,3,3,11,3,3,5,6,5,6,2,2,6,2,294,3,3,5,4,4,13,3,235,3,4,9,4,3,5,2,3,8,5,4,3,2,3,4,1,5,4,3,2,5,6,2,4,6,2,3,1,3,7,3,3,5,17,10,2,3,4,4,2,6,4,6,4,2,3,2,3,2,3,3,3,4,8,1,4,2,3,6,2,2,6,1,6,5,6,9,4,5,3,5,4,5,2,4,2,3,2,2,3,5,7,5,5,3,2,4,3,140,2,19,3,1,3,4,1,7,2,3,4,3,2,3,3,5,10,5,6,5,4,3,4,11,1,4,1,2,3,3,1,5,1,2,1,3,2,2,4,2,6,12,3,3,3
"3",14,6,3,4,93,30,8,8,6,71,4,7,5,6,64,4,8,6,142,47,5,29,5,5,5,3,9,6,10,89,5,5,73,99,5,280,29,5,13,8,5,4,5,15,5,6,14,283,54,4,120,9,2,5,3,12,1,45,9,78,3,17,15,6,6,12,22,6,4,25,7,258,6,6,3,3,2,209,3,7,5,19,20,22,13,4,4,3,6,6,4,4,4,5,65,3,8,10,4,12,2,57,8,6,7,7,4,7,2,12,4,565,6,8,465,15,2,22,523,14,5,59,4,34,4,4,164,429,48,13,4,13,2,20,10,26,4,8,6,17,50,13,15,3,79,2,4,14,9,8,76,23,26,5,4,5,6,23,3,21,33,2,66,10,5,5,56,14,7,39,14,75,3,67,206,3,16,8,2,87,144,3,5,6,5,3,10,4,10,2,5,4,6,86,7,166,3,866,7,5
"4",7,7,5,28,5,1,1,4,28,3,13,2,2,4,3,2,3,4,2,2,3,2,3,2,19,6,27,2,2,2,4,3,3,3,2,4,1,6,1,2,4,18,1,2,2,2,13,5,2,2,1,1,4,7,10,1,4,2,6,10,9,2,5,1,2,2,4,2,1,1,4,2,4,7,10,1,3,6,5,2,2,4,2,1,4,3,2,5,3,2,10,41,5,7,8,5,4,2,3,14,3,4,4,1,3,3,2,3,21,1,6,4,1,2,4,2,25,7,7,2,4,68,17,1,2,10,40,2,5,2,2,2,1,2,2,8,1,3,2,5,2,4,9,6,4,6,3,39,14,7,70,4,3,2,2,3,3,1,4,1,3,90,85,3,2,1,5,13,6,4,1,3,2,19,3,5,2,2,3,3,178,5,4,2,12,2,2,13,4,3,4,3,3,3,5,1,2,2,9,1
"5",1,1,1,1,3,3,2,3,1,1,1,1,3,3,1,1,1,1,1,4,1,1,4,1,3,1,1,1,3,1,1,10,1,1,1,1,3,1,3,1,3,2,3,1,1,1,1,1,1,1,3,2,1,1,4,3,7,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,2,2,1,3,1,1,3,1,1,4,1,6,1,18,2,8,15,2,1,1,2,1,1,1,3,3,1,1,1,3,1,1,2,2,1,1,1,9,5,1,1,1,22,1,1,7,2,1,1,1,1,1,1,2,2,2,2,1,4,1,1,1,3,9,4,2,1,2,1,7,1,1,1,1,1,5,2,1,2,1,1,1,13,1,2,1,4,1,1,1,1,1,2,1,1,5,4
"6",2,3,2,3,1,1,3,1,2,1,2,3,3,2,2,2,2,3,2,1,2,48,29,2,1,1,15,10,1,5,2,2,2,2,2,2,1,2,2,2,22,1,2,4,2,4,2,2,5,2,1,6,2,3,1,1,3,2,3,4,1,1,1,3,4,3,1,3,2,4,1,3,3,1,2,5,32,1,4,3,2,3,4,3,1,17,3,2,10,2,2,4,2,2,1,1,2,9,1,1,3,3,2,3,1,3,1,2,21,1,3,2,3,3,1,14,1,1,32,1,2,1,4,7,2,3,3,1,2,3,2,2,4,3,4,1,3,2,4,4,1,1,2,4,3,2,2,2,1,1,1,3,2,4,3,4,2,24,9,4,1,4,1,3,7,2,1,1,1,1,3,2,1,3,2,1,5,2,1,3,2,3,3,9,2,4,2,2,3,4,2,9,3,1,7,7,6,4,1,1
"7",10,4,4,26,3,10,5,2,6,5,3,4,1,1,8,5,7,2,4,2,5,2,1,4,2,4,2,3,12,3,49,1,3,1,5,8,3,3,4,4,1,3,31,2,5,3,17,3,2,5,4,8,6,2,3,8,5,374,2,2,6,4,3,6,2,225,3,1,6,3,3,7,2,3,9,4,4,4,2,1,4,1,7,4,3,1,7,4,2,4,7,2,4,1,3,14,3,2,6,18,10,2,3,4,4,2,7,4,7,5,1,3,2,2,3,4,2,2,4,18,1,5,1,3,5,2,2,7,1,11,5,6,9,4,6,3,8,3,3,2,5,2,3,2,2,3,6,9,7,7,3,2,7,3,237,2,27,12,1,3,5,1,5,2,2,4,2,2,2,3,6,13,5,4,6,4,3,4,9,1,4,1,2,3,3,1,9,1,2,1,3,1,2,3,3,6,26,3,3,3
"8",12,5,3,5,92,62,7,26,5,25,4,5,5,6,38,4,11,7,196,46,4,77,4,9,5,3,8,5,20,88,10,4,70,95,6,172,57,9,28,10,8,2,7,10,3,5,19,418,53,3,179,12,1,6,5,18,1,77,5,42,4,18,19,8,5,25,43,7,3,57,8,235,6,5,3,3,1,266,3,6,5,10,12,18,13,4,4,3,3,7,4,3,3,5,117,4,7,12,4,13,2,48,14,7,9,5,4,7,2,11,5,601,6,10,508,18,4,27,530,8,5,19,3,13,4,4,164,357,32,10,4,15,3,29,11,75,4,24,6,16,49,14,9,3,36,1,3,34,6,12,50,28,59,5,5,5,5,34,3,10,55,2,59,13,4,6,56,7,8,28,25,204,2,63,129,3,16,11,3,210,52,2,9,5,5,3,5,5,5,2,6,3,8,105,14,213,3,903,7,6
"9",18,16,5,32,13,2,1,11,81,3,51,2,2,5,4,3,4,4,3,3,3,4,3,3,64,7,65,2,3,2,5,5,5,4,3,10,2,7,3,3,4,50,1,3,4,2,22,17,3,4,2,1,5,10,36,2,4,4,13,41,17,3,8,1,3,2,4,5,1,1,10,2,4,10,12,1,3,18,6,4,3,5,2,2,4,3,2,19,5,3,15,66,6,8,9,8,17,5,3,31,5,4,5,2,3,6,2,6,28,2,7,4,1,5,8,3,55,45,30,4,4,83,43,1,3,28,111,3,25,2,3,3,1,2,2,46,1,6,2,11,2,3,21,9,9,7,4,79,9,23,111,4,3,2,2,3,7,1,6,1,6,122,89,4,3,1,15,26,15,4,1,3,3,53,5,6,2,3,4,9,264,12,7,2,60,2,3,13,4,3,8,4,7,4,5,1,4,2,33,2
"10",1,2,1,1,5,5,2,3,1,2,1,1,4,3,1,1,1,1,1,5,1,1,15,1,4,2,1,1,2,1,1,22,1,3,1,1,4,1,1,1,5,4,3,1,1,1,1,1,1,1,3,2,3,1,6,3,7,1,1,1,3,2,2,2,1,1,2,2,4,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,5,2,1,1,1,1,1,1,1,3,2,2,1,1,2,2,1,1,1,1,2,1,3,1,1,3,2,1,18,1,4,1,38,3,16,17,3,2,2,2,1,1,1,5,3,1,1,1,2,1,1,2,2,1,1,1,10,6,1,1,1,39,1,1,14,2,2,1,1,1,1,1,3,2,2,2,2,3,2,1,1,5,24,4,3,2,2,1,9,1,1,2,1,1,5,2,1,4,1,1,1,27,1,3,1,5,1,2,1,2,1,3,1,1,15,4
