"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",1,2,1,4,2,3,1,1,4,1,1,2,3,2,1,1,2,1,5,1,1,9,1,1,1,2,1,1,1,3,2,2,1,4,1,2,1,2,2,1,2,2,2,2,1,1,3,1,2,1,1,2,3,1,2,1,3,1,1,2,1,1,1,3,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,5,2,1,1,2,1,1,2,1,1,2,5,1,2,1,3,1,1,1,1,1,1,2,2,1,1,1,1,2,3,1,2,3,2,1,1,1,1,2,4,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,4,2,2,1,2,3,3,1,1,1,1,1,3,2,2,2,1,3,2,2,2,1,2,2,1,1,1,1,1,2,2,2,3,1,1,3,1,1,2,2,2,1,2,2,1,1,3,1,1,2,2,2,1,1,1,2,1,1,1
"2",2,1,2,1,1,4,2,3,3,3,2,1,1,1,2,2,1,2,2,3,3,4,2,2,2,3,2,3,2,1,1,1,2,1,2,1,3,1,3,3,1,1,1,3,2,2,4,2,1,2,2,1,2,3,1,2,1,2,4,1,2,2,2,1,1,1,4,2,2,1,2,4,3,3,1,2,1,4,2,2,2,4,1,1,2,1,2,2,1,2,3,1,3,2,1,1,3,1,2,2,2,2,2,3,2,2,1,1,2,2,2,3,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,3,2,2,1,2,2,2,1,1,2,1,4,1,2,1,2,1,3,2,2,2,2,2,1,1,1,2,2,1,1,1,3,1,1,2,2,2,2,3,1,1,3,1,2,2,1,4,2,3,1,4,2,1,3,2,2,1,2,5,1,1,1,2,2,2,1,2,2,2
"3",3,4,3,3,3,1,3,2,1,4,4,9,5,4,3,3,3,5,3,2,4,5,4,5,3,1,3,2,4,2,5,3,3,5,5,3,5,3,5,2,3,3,5,1,5,4,5,3,9,3,3,5,1,2,3,3,4,3,3,4,4,3,6,10,3,4,3,4,5,3,4,3,4,2,4,3,3,2,3,5,5,2,3,3,4,3,3,3,3,4,9,4,5,4,3,2,6,5,4,4,3,5,3,5,3,5,8,3,7,4,5,4,4,4,3,5,2,3,3,4,5,3,3,5,281,5,3,4,4,7,4,5,6,4,3,3,3,4,6,4,5,5,1,3,4,5,7,2,2,4,4,3,3,1,5,3,3,8,5,3,7,4,2,6,3,4,4,4,5,2,3,3,5,2,3,4,7,5,5,4,3,5,3,4,4,11,3,2,4,4,5,3,4,6,3,4,6,4,3,3
"4",5,7,5,5,6,5,4,4,2,5,5,3,4,5,6,4,4,6,4,4,5,3,12,4,4,5,5,5,5,5,3,5,5,3,3,4,4,6,4,4,5,5,3,4,4,5,1,4,4,5,4,3,4,10,7,6,2,4,2,5,8,4,4,22,12,8,5,5,4,12,5,2,5,5,3,8,23,5,5,3,4,5,4,4,3,4,5,5,4,6,4,9,4,6,4,4,2,3,5,5,11,3,5,4,22,4,3,5,4,5,4,2,97,6,34,4,5,11,4,6,7,56,7,3,5,3,5,6,3,4,7,4,4,7,6,4,5,5,47,10,3,3,5,4,3,4,4,6,5,6,3,5,40,5,4,5,4,5,1,4,5,5,4,4,5,8,3,10,4,5,5,4,4,5,6,3,6,2,3,5,7,3,5,5,1,18,5,4,6,3,3,10,5,15,5,5,4,12,27,333
"5",4,3,4,2,9,2,5,7,5,2,3,10,2,3,5,5,5,3,1,5,2,1,56,3,5,4,4,4,3,4,4,4,4,2,4,106,2,5,1,5,4,4,4,5,3,3,2,5,3,4,7,4,9,4,4,7,5,5,5,3,3,6,3,2,4,3,2,3,6,4,3,5,2,4,5,5,4,3,4,4,3,3,5,5,1,5,4,4,6,3,2,3,2,3,5,3,5,4,3,1,4,4,4,2,4,3,4,4,3,3,3,5,3,2,4,3,4,4,5,3,4,4,4,2,3,4,4,3,5,3,3,2,3,3,4,5,4,3,3,3,4,2,3,5,5,3,1,4,4,3,9,4,8,4,3,4,5,3,4,5,3,3,5,3,4,3,5,3,3,4,4,6,1,4,4,7,2,3,4,1,6,1,4,3,5,6,4,6,3,2,4,5,3,4,4,3,3,3,5,9
"6",2,2,1,4,1,4,1,1,3,1,1,2,3,2,1,1,2,1,5,1,1,32,1,1,1,2,1,2,1,3,2,2,1,3,1,2,1,2,2,1,2,2,2,2,1,1,3,1,2,1,1,2,2,1,2,1,3,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,6,2,1,1,2,1,1,2,1,1,2,5,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,2,2,1,1,1,2,1,3,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,4,2,2,1,2,3,3,1,1,1,1,1,3,2,2,2,1,3,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,3,3,1,2,1,2,1,2,3,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1
"7",1,1,2,1,2,6,2,3,4,3,2,1,1,1,2,2,1,2,2,2,2,5,2,2,2,3,2,3,2,1,1,1,2,1,2,1,3,1,3,3,1,1,1,3,2,2,4,2,1,2,2,1,3,3,1,2,2,2,4,1,1,2,1,1,1,1,3,2,2,1,2,5,2,2,1,2,1,4,2,2,2,4,1,1,3,1,2,2,1,2,2,1,3,2,1,1,2,1,2,1,2,2,2,3,2,2,2,1,2,2,2,3,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,3,1,1,2,2,2,1,1,2,2,2,1,1,2,1,3,1,2,1,1,1,3,2,2,2,2,2,1,1,1,2,2,1,1,1,3,1,1,2,2,2,2,3,1,1,3,1,2,2,1,4,2,3,2,5,2,1,2,2,2,1,3,5,1,2,1,2,2,3,1,2,2,2
"8",3,4,3,3,3,1,3,2,1,5,4,10,4,4,3,3,4,5,3,3,4,16,7,5,3,1,3,1,6,2,5,3,3,5,5,4,5,3,4,2,3,3,4,1,4,7,5,3,11,3,3,5,1,2,3,3,4,3,3,3,4,3,5,26,3,4,2,4,6,4,5,3,4,3,3,3,3,2,3,4,5,2,4,3,4,3,3,3,3,4,31,3,6,4,3,2,6,8,4,5,3,5,3,5,3,6,6,3,8,4,5,4,3,4,3,4,3,3,3,4,4,3,3,5,431,4,3,5,4,10,4,5,9,4,3,3,3,13,25,4,5,5,1,4,5,5,27,2,2,5,4,3,3,1,5,3,3,19,11,3,9,5,2,14,3,5,6,4,4,2,4,3,5,3,3,4,7,5,5,4,3,3,3,4,4,13,3,3,4,4,5,3,4,10,3,4,8,10,3,6
"9",6,9,5,5,8,20,4,4,2,4,8,4,5,5,6,4,5,6,4,4,5,3,12,4,4,5,7,5,4,5,3,5,6,4,3,3,4,6,6,4,13,5,3,4,5,13,1,7,4,8,5,3,4,33,15,6,1,4,1,5,16,4,4,30,44,14,5,7,3,26,4,2,6,5,4,24,112,5,7,3,4,5,5,4,2,4,5,7,4,10,4,18,4,8,7,4,3,4,6,4,17,3,8,4,44,4,3,5,4,5,4,2,181,9,95,5,5,26,4,8,19,132,13,4,5,3,10,20,3,4,7,4,4,12,10,4,7,8,191,21,3,2,5,3,3,4,4,7,5,10,3,15,109,5,4,6,5,7,1,4,5,4,4,4,7,17,3,21,5,7,5,8,4,5,7,3,11,2,3,6,13,4,5,5,1,20,5,4,10,3,3,39,5,22,5,7,6,23,63,473
"10",4,3,4,2,32,2,5,8,8,2,3,26,2,3,5,5,6,3,1,7,3,1,108,3,5,4,4,4,3,4,4,4,12,2,4,135,2,5,1,5,9,4,5,5,3,4,2,6,3,4,22,4,9,4,5,11,5,6,5,4,3,13,3,3,4,3,4,3,8,3,3,4,3,4,5,5,4,3,4,5,3,3,3,6,1,5,4,5,9,3,3,4,2,3,14,3,5,5,3,2,4,4,4,2,4,3,4,4,3,3,3,5,4,2,4,3,4,7,5,3,5,4,4,2,3,5,4,2,5,3,3,3,3,3,4,6,4,3,3,3,4,3,4,6,4,3,2,5,4,4,28,4,9,4,3,4,8,3,5,8,3,3,5,3,4,3,9,3,3,13,3,17,2,4,4,8,2,1,4,1,8,1,4,3,5,8,4,6,2,2,4,10,3,4,4,2,3,3,4,57
