"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",1,2,1,4,2,3,1,1,4,2,1,3,2,2,1,1,3,1,5,1,1,7,1,1,1,1,1,1,1,4,2,1,1,3,1,2,1,2,4,1,2,1,2,1,1,1,2,2,3,2,1,2,1,1,2,1,3,1,1,2,2,1,1,3,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,3,1,1,2,5,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,4,2,1,1,1,1,2,3,1,4,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,3,3,3,1,1,1,1,1,3,1,3,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,2,2,3,1,2,2,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1
"2",2,1,2,1,1,7,2,3,2,3,2,2,1,1,2,2,1,3,2,2,2,4,2,2,2,3,2,3,2,1,1,2,2,1,2,1,3,1,3,2,1,2,1,3,2,2,5,1,1,1,2,1,3,2,1,2,1,2,4,1,1,2,2,1,1,1,4,2,3,1,2,4,2,4,1,2,1,4,2,2,2,6,2,2,3,1,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,3,1,1,2,2,1,1,3,2,2,2,1,1,2,1,2,3,1,1,2,2,2,1,1,2,2,2,3,1,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,1,2,2,2,2,3,1,1,4,2,2,2,1,4,2,3,1,5,2,1,5,2,2,1,3,5,2,1,2,1,2,2,1,2,2,2
"3",3,3,3,3,3,1,4,2,1,4,4,9,5,4,3,3,2,6,4,3,4,8,7,3,3,2,3,2,5,2,9,3,3,4,5,3,5,3,8,3,3,3,5,2,4,4,4,3,7,3,3,5,2,3,3,3,4,3,2,3,4,3,5,35,3,4,2,4,5,3,4,3,4,2,4,3,3,2,4,5,5,3,4,3,2,3,2,4,3,4,6,2,6,4,3,1,6,6,6,5,3,5,3,4,3,5,8,3,6,4,4,5,3,4,3,5,2,3,2,3,5,3,3,5,360,6,3,4,3,5,4,5,6,4,3,3,3,4,5,4,5,5,2,3,5,4,7,2,3,5,4,3,3,1,5,2,3,10,4,3,30,5,2,5,3,3,3,4,5,2,5,3,5,3,3,4,7,5,5,4,3,4,4,4,3,16,3,2,2,4,4,3,4,4,3,6,4,11,3,4
"4",4,6,13,5,5,4,5,4,3,5,6,5,4,5,5,4,4,5,3,4,5,2,18,4,4,5,6,5,6,5,3,5,4,5,3,4,4,7,2,4,5,5,3,4,5,5,1,5,4,6,4,3,4,11,26,9,2,4,3,5,28,4,4,19,8,17,5,5,4,27,5,2,5,5,3,7,23,5,5,3,4,8,5,4,5,4,5,13,4,8,4,8,4,9,5,3,3,3,4,4,14,3,6,5,35,4,3,5,4,5,5,2,170,6,13,4,5,18,4,8,10,84,6,4,6,3,8,5,4,4,8,4,3,12,5,4,5,5,202,13,3,3,5,4,3,5,4,6,5,11,3,15,37,4,4,5,4,6,3,4,4,4,5,4,5,20,4,18,4,4,4,6,3,5,5,3,9,3,3,5,11,2,5,5,1,35,5,4,9,3,3,9,5,21,4,5,5,32,29,605
"5",6,4,4,2,7,2,3,7,5,1,3,21,3,3,6,6,5,2,1,5,3,1,93,5,5,4,5,4,3,3,4,4,5,2,4,29,2,5,1,5,4,4,4,5,3,3,3,12,2,4,7,4,8,4,4,5,5,5,5,4,3,13,3,2,4,3,3,3,6,4,3,5,3,3,5,5,4,3,3,4,3,5,3,8,1,16,4,3,6,3,3,4,3,3,6,4,5,4,3,3,4,4,5,2,4,3,4,4,3,3,3,4,4,3,4,3,3,4,5,4,4,4,4,2,3,2,4,2,5,3,3,3,4,3,4,5,4,3,1,3,4,4,4,5,4,2,2,4,4,3,6,4,7,5,3,4,6,3,5,5,3,3,4,3,4,4,14,3,3,7,3,7,2,4,4,5,2,2,4,1,4,1,3,3,4,3,4,6,4,2,5,4,3,7,5,3,3,4,5,14
"6",2,2,1,4,1,4,1,1,3,2,1,2,2,2,1,1,3,1,5,1,1,50,1,1,1,1,1,1,1,4,2,1,2,3,1,2,1,2,5,1,1,2,2,1,2,1,3,1,2,2,1,2,1,1,2,1,3,1,1,3,2,1,1,3,3,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,6,2,1,1,1,1,1,3,1,1,2,5,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,2,1,1,1,2,2,3,1,4,1,2,2,2,1,1,1,2,2,2,1,1,3,2,1,2,1,1,1,2,2,3,1,1,1,1,1,3,1,3,1,1,2,2,2,2,1,2,2,1,1,1,1,1,3,1,1,2,1,1,3,1,1,2,2,4,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1
"7",1,1,2,1,2,48,2,3,4,3,2,1,1,1,2,2,1,2,2,2,2,7,2,2,2,3,2,3,2,1,1,2,1,1,2,1,4,1,2,3,2,1,1,3,1,2,7,2,1,1,2,1,3,3,1,2,2,2,5,1,1,2,2,1,1,1,3,2,2,1,2,4,2,3,1,2,1,4,2,2,2,3,3,2,3,1,3,2,2,2,2,1,3,2,1,2,2,1,2,1,2,2,2,3,2,2,2,1,2,2,2,3,1,1,2,2,1,1,3,2,2,1,1,1,2,1,2,4,1,1,2,2,2,1,1,1,2,2,1,1,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,1,2,3,2,2,2,1,2,4,1,2,2,1,4,2,3,1,5,2,1,3,3,2,1,6,5,2,1,2,2,2,3,1,2,2,2
"8",3,4,3,2,3,1,3,2,1,4,4,10,5,4,3,3,2,7,3,3,4,47,10,3,3,2,3,2,6,2,46,3,3,4,5,3,5,4,7,2,3,3,4,2,4,4,5,3,10,3,3,5,2,2,3,3,4,4,2,2,4,3,6,86,2,5,2,4,5,4,5,3,5,2,3,3,2,2,4,4,5,2,4,3,2,3,2,8,3,4,27,2,7,4,3,1,11,8,9,5,3,7,3,5,3,6,12,4,6,4,4,5,3,5,3,4,2,3,2,3,8,3,3,4,488,9,3,8,4,5,4,5,6,5,3,4,3,6,23,4,4,5,2,4,6,4,25,2,3,5,4,3,4,1,5,2,3,21,4,3,70,6,2,15,3,3,4,5,5,3,5,3,5,3,3,5,17,5,5,4,3,3,4,4,4,24,3,3,4,4,3,3,4,6,3,6,8,38,3,25
"9",4,8,17,5,7,6,5,4,2,5,7,12,4,5,7,4,5,4,4,4,5,2,41,4,4,5,7,5,5,8,3,5,7,5,3,4,3,9,3,4,33,5,3,4,5,21,1,10,4,14,13,3,4,39,125,10,1,3,3,6,25,4,4,17,36,74,5,12,4,66,4,2,8,5,4,22,124,6,13,3,4,8,7,4,4,4,7,54,6,14,4,15,5,12,13,3,3,3,14,4,28,3,19,4,51,4,3,5,4,6,5,2,239,8,43,6,6,63,4,11,43,185,19,5,5,2,8,27,3,4,8,4,3,46,6,3,8,5,441,38,3,3,4,3,3,5,4,6,5,17,3,45,120,4,4,7,5,11,3,5,4,4,4,4,6,38,5,66,4,5,4,20,2,5,7,3,21,3,3,5,19,2,6,5,1,47,6,4,25,3,4,31,5,41,4,7,6,62,76,697
"10",8,3,4,3,13,3,4,14,10,1,3,95,3,3,6,7,4,3,1,7,3,1,191,6,6,4,6,4,3,3,4,4,25,2,4,71,2,5,1,5,25,4,5,5,3,6,2,17,3,5,43,4,6,4,4,8,6,5,4,4,3,27,3,2,5,4,4,3,6,3,3,5,3,4,5,5,5,3,3,5,3,4,2,11,1,34,4,6,9,3,3,4,2,3,14,4,7,10,3,3,4,4,6,2,5,3,4,3,3,3,3,4,5,4,4,3,4,5,5,4,4,4,4,2,3,3,4,1,5,3,3,3,4,3,4,5,5,3,2,3,5,4,5,6,4,3,3,4,4,4,40,4,9,5,3,4,11,3,9,9,3,3,5,3,4,4,30,3,3,41,2,15,3,4,4,4,2,2,4,1,9,1,3,3,5,4,4,6,7,2,5,8,3,7,5,2,3,5,4,103
