0,数据处理
1,数据分析
2,数据敏感
4,计算机基础
6,加班
10,五险一金
14,晋升机制
15,数据统计
16,分析报表
17,报表
18,运营数据
19,监控报表
20,平台运营
21,bi
22,工作经验
23,任务分配
25,统计
26,应用数学专业
27,数学专业
28,计算机专业
29,本科以上学历
30,电商数据分析
31,金融投资
32,大专以上学历
33,沟通能力
34,语言表达能力
35,大数据开发
36,海量数据
37,数据收集
38,数据挖掘
39,报表展示
40,linux
41,oracle
42,greenplum
43,sqlserver
44,mysql
45,关系型数据库
46,物联网
47,模块设计
48,优化算法
50,大数据系统
52,以上工作经验
53,java
54,程序设计
55,开发经验
56,硕士及以上学历
57,hadoop
58,大数据
59,深度学习
60,图像算法
61,视频算法
62,docker
63,kubernetes
64,spark
65,hbase
66,kafka
67,elasticsearch
68,搜索算法
69,人脸识别
70,视频结构化
72,分布式
73,perl
76,出差
77,创新能力
78,思维敏捷
79,性格开朗
81,工作认真
82,积极主动
83,团队精神
84,分类
85,聚类
86,关联
87,预测
88,挖掘
89,建模
90,机器学习
91,大数据产品
92,统计专业
93,scala
94,python
95,tableau
96,大数据平台
97,抽象建模
99,编程能力
100,数据治理
101,用户画像
102,数据标签
104,采集数据
105,r
106,sas
107,spss
109,shell
111,.net
112,hive
114,搜索引擎
115,社交网络
116,推荐系统
119,系统开发
120,c
122,计算机视觉
125,cnn 
126,深入研究
127,学习能力
128,英文文献
129,沟通交流
130,好奇心
131,责任感
133,数据可视化
134,数据报表
135,javascript
136,html
137,web开发
139,mongodb
140,分析报告
141,协助
142,数据整理
143,数据敏感度
144,数据信息汇总
145,excel
146,常规函数
147,数据透视表
148,图表制作
149,ppt
150,eviews
151,sql
152,自然语言处理
153,产品研发
154,实体抽取
155,关系抽取
156,情感分析
157,知识图谱
158,文本语义
159,深度语义匹配
160,语言模型
161,语句生成
162,语句规划
163,自动问答
164,领域对话
165,tensorflow
166,实践能力
167,图像处理
168,性能优化
169,文档撰写
170,模式识别
171,机器视觉
172,图像分割
173,图像配准
174,图像识别
175,opencv
176,dalsa
177,代码书写
178,可行性分析
179,需求分析
180,英语
181,代码实现
182,代码设计
185,数据结构
186,生物
187,责任心
189,建模分析
190,理论知识
191,业务知识
193,办公软件
194,微信公众号
195,算法测试
196,研究生以上学历
197,重点院校
198,工作压力
199,dsp
200,语音识别
201,架构设计
202,音频算法
203,matlab
204,统筹安排
205,分析问题
206,英语阅读
207,文本近似
208,信息抽取
209,关系推断
210,阅读理解
211,智能聊天
212,文本分类
213,自动摘要等
214,nlp
215,充满激情
216,控制工程
217,cpu
218,gpu
219,人工智能
222,制作图表
224,平台架构
226,语义分析
228,个性化推荐
229,信号处理
230,电子
231,图像降噪
232,图像拼接
233,目标跟踪
235,erp
237,语言理解
238,人机对话
239,信息检索
240,知识挖掘
241,机器翻译
242,并行程序
244,cuda
245,数据探索
246,文本挖掘
248,hmm
249,rbf
252,中文分词
253,词性标注
254,新词发现
255,词义消歧
256,主题模型
257,话题分析
258,命名实体识别
259,事件发现
260,舆情分析
262,mapreduce
263,storm
264,nosql
265,cv
266,ai
267,非结构化数据
268,结构化数据
269,业务监控
270,金融
271,软件工程
272,php
273,朴素贝叶斯
274,knn
275,svm
276,逻辑回归
277,最优化
278,创新
279,实践经验
280,图像卷积
281,keras
282,caffe
283,gbdt
284,deep learning
286,数据仓库
288,word
289,调研问卷
290,数据采集
291,vb
292,团队协作
293,股票期权
294,带薪年假
295,下午茶
296,acl
297,emnlp
298,icml
299,kdd
300,aaai
301,arm
302,985
303,211
304,数据监控
305,研究成果
307,mfc
308,tcp
309,ip
311,多进程
312,多线程
313,区块链
314,国际会议
315,rnn
317,预测模型
319,计量经济
320,回归分析
321,决策树
322,时间序列
323,关联规则
324,丰富经验
325,创新意识
326,数据清洗
327,vba
328,算法设计
330,博士
331,运筹学
332,算法构建
334,特征提取
335,数据建模
336,可视化
337,知识库
338,商业价值
339,文本理解
340,算法开发
341,ar
342,vr
343,数据汇总
344,数据编程
345,养老保险
346,医疗保险
347,生育保险
348,工伤保险
349,失业保险
350,补充医疗保险
351,商业保险
352,住房公积金
355,mxnet
356,mpi
359,slam
360,系统建模
361,仿真
362,书面表达
363,编码风格
366,理解
367,沟通
370,执行
371,线性回归
372,zookeeper
373,透视图
374,pca
375,lda
376,lbp
377,hog
378,haar
379,bp
381,数据预警
382,用户分析
383,运营分析
384,物流分析
385,经营分析
386,office
387,物体识别
388,github
389,dnn
390,access
391,数据抓取
392,django
394,flask
395,工作细致
397,numpy
398,sklearn
399,基本工资
400,绩效奖金
402,六险一金
403,fpga
404,三维图像
405,二维图像
406,英语四级
407,api
408,google
409,facebook
411,bat
412,抗压性
413,工作积极
414,数据架构
415,风控
417,技术
419,协同过滤
420,矩阵分解
424,推荐算法
425,特征工程
426,机器人
427,引擎
428,推荐模型
429,qt
431,图像
432,gcc
433,gdb
435,挖掘分析
436,reinforcement
437,redis
439,函数公式
440,生日福利
442,优化模型
443,模型调参
444,特征
445,视频压缩
446,录入数据
447,神经网络
448,爬虫
449,sphinx
450,gmm
451,crf
453,lstm
454,fortran
455,思路清晰
458,acm
459,用户行为
462,adas
466,ajax
467,algorithm
468,algorithms
473,analytics
475,android
476,ansys
477,aoi
480,asp
485,aws
488,boost
489,boosting
494,ccd
498,cmusphinx
499,cntk
503,css
505,current
506,cvpr
512,fcn
513,filter
515,gensim
516,git
519,golang
521,hdfs
526,ibm
527,iccv
530,json
534,kmeans
537,k均值
539,lucene
541,maven
542,maxent
544,model
547,nips
548,neural
549,noi
550,ocr
551,opengl
552,openmp
553,openni
555,pandas
559,pcl
563,ruby
565,scikitlearn
566,search
567,spring
570,statistics
572,theano
573,torch
575,xgboost
576,xilinx
578,调优
579,科学计算
580,自动化
581,计算机
583,英文阅读
584,集成开发
585,c#
586,vc
588,halcon
592,fft
593,数据融合
594,卡尔曼滤波
595,目标识别
597,算法
598,控制策略
599,测试
600,apa
601,matlab 
603,团队合作
604,解决问题
607,目标检测
609,行为识别
611,ti
612,视频处理
613,音频处理
614,数字信号
617,验证算法
618,数学类
619,遗传算法
620,退火算法
623,统计学
624,智能问答
625,算法库
626,强烈兴趣
627,爱钻研
631,项目
632,自动摘要
633,文本聚类
635,短文本
637,意图识别
638,机器写作
641,声纹识别
642,语音合成
649,kaldi
653,图像匹配
654,统计学习
656,random forest
664,自学能力
670,对抗网络
671,gan
672,强化学习
673,项目经验
674,随机森林
676,降噪
677,降维
678,算法仿真
679,需求调研
680,数据库
687,模型算法
688,模型设计
689,算法模型
693,数学统计
696,etl
700,计算机相关
701,图像视频
702,规划设计
704,轨迹规划
706,识别跟踪
707,识别算法
708,跟踪识别
709,检测识别
713,算法策略
717,云计算
718,服务器
721,计算机网络
722,开源库
723,开源软件
728,数据库系
729,运动跟踪
730,运动规划
731,运动检测
733,边缘提取
734,边缘检测
735,数学建模
736,数学基础
737,软件开发
738,踏实勤勉
741,踏实肯干
742,跟踪算法
743,数据接入
744,数据整合
745,贝叶斯
746,语音
747,语音信号处理
748,语音增强
749,语音处理
750,语义分割
751,语义识别
752,语言
753,语言基础
754,语言建模
756,组织能力
757,生物统计
759,细致
760,认真
761,经济
762,承受压力
765,verilog
767,特征匹配
768,特征挖掘
773,系统分析
774,线性代数
775,逻辑
776,递归神经网络
781,数据模型
783,内容推荐
787,详细设计
788,系统运维
789,系统设计
791,算法系统
794,英文文档
795,计算机软件
796,方案制定
797,方案设计
801,挖掘价值
802,挖掘潜在
803,知识技能
804,集成学习
806,数据库知识
807,背景知识
811,系统架构
813,全流程
821,分类聚类
823,聚类分类
824,图像分类
830,功能设计
832,检测跟踪
833,人脸检测
834,缺陷检测
835,设计验证
836,算法验证
838,数据库开发
839,常见机器
841,脚本编程
842,大规模
843,数据库管理
850,阿里云
856,传感器
859,数据管理
870,unix
873,高性能
875,控制算法
876,提供数据
877,集成测试
878,定制化
880,体系结构
884,项目管理
885,中间件
886,分布式系统
887,程序开发
889,数据安全
890,产品化
891,结构化
892,信息系统
897,嵌入式
899,ros
900,诊断性
901,数据系统
903,数理统计
905,会议论文
906,项目申报
908,产品设计
909,apache
916,http
919,lidar
920,scrapy
921,团队
922,模式分类
924,simpack
929,visionpro
930,visual
931,vivado
933,脚本语言
934,三维重建
935,mpp
938,单片机
939,回归
940,并行计算
942,嵌入式系统
944,熟悉数据挖掘
945,熟悉数据结构
946,熟悉数理统计
948,智能投顾
949,文本检索
950,数据支持
951,支持向量机
953,思维缜密
954,思维敏锐
955,思维活跃
956,go
957,博士毕业生
959,概率统计
967,pid
969,图像增强
970,声学建模
971,顶尖会议
974,图论
976,图像融合
979,分类识别
980,分析
981,关联分析
982,关键词抽取
983,关键词提取
985,主题分析
988,视频摘要
989,统计分析
992,业务指标
993,数据搜集
996,作图
997,数据展示
998,数据运营
999,统计数据
1000,数据获取
1001,数据操作
1003,提取数据
1004,数据提取
1005,数据爬取
1009,分析数据
1014,三年
1017,产品
1018,上
1019,机制
1020,岗位
1021,开展
