"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",3,2,1,4,1,3,1,1,2,4,1,1,3,2,2,1,2,1,5,4,2,3,2,3,2,3,13,2,1,2,1,66,6,2,4,3,2,2,4,2,6,1,4,4,1,3,1,2,28,2,5,1,3,4,2,2,13,2,1,4,4,2,1,5,1,4,1,2,3,4,2,1,3,3,11,3,1,6,2,1,3,25,1,2,2,3,1,2,5,2,3,2,1,1,22,1,6,2,2,2,4,2,1,4,2,4,2,8,3,1,1,8,5,1,1,3,2,2,2,14,3,5,3,1,3,3,1,6,11,1,1,3,1,5,283,3,5,3,1,1,11,9,3,2,42,3,4,9,3,1,4,1,7,5,4,2,3,128,1,5,1,10,2,2,5,1,40,37,1,3,2,4,1,21,2,2,3,1,30,3,17,1,3,6,5,2,1,1,358,3,1,2,1,2,5,2,3,1,3,4
"2",4,12,3,1,26,49,4,5,6,9,3,3,1,3,1,3,1,3,3,6,3,1,3,12,4,4,5,5,2,1,124,1,14,5,5,1,177,1,1,8,2,3,2,3,2,2,21,3,4,13,12,3,9,2,3,4,12,3,26,1,1,3,2,1,2,20,3,1,4,3,1,6,2,6,8,2,2,8,3,4,2,1,2,1,6,1,2,19,1,11,8,17,4,4,9,4,18,3,49,57,2,5,3,18,8,6,3,1,1,2,6,3,6,3,5,4,6,1,3,5,9,1,2,4,5,4,2,5,2,4,3,1,429,1,2,2,3,2,2,2,543,2,1,14,2,1,3,1,2,6,2,8,1,2,57,3,4,3,6,2,4,1,7,5,3,6,1,4,2,13,1,2,14,160,1,3,13,70,37,1,1,181,4,1,3,4,7,3,1,1,2,27,35,4,1,3,2,2,4,2
"3",1,4,6,2,12,214,3,255,3,11,57,39,5,4,55,10,55,25,12,2,4,6,10,6,5,2,2,6,98,276,335,7,85,3,2,11,22,56,52,44,8,19,8,5,49,8,4,712,3,5,117,37,8,5,4,1,26,15,470,19,364,8,13,2,8,14,4,9,134,5,17,35,19,160,1,6,53,12,6,104,15,2,4,67,1,70,5,117,62,1,4,3,22,15,269,3,2,4,15,102,1,30,97,3,15,3,14,3,6,9,4,122,3,9,31,5,803,158,139,11,2,3,4,22,2,14,8,4,5,5,5,2,11,2,287,7,76,5,82,21,4,1,8,411,220,2,2,11,16,12,6,5,3,28,35,1,9,59,13,4,2,2,33,3,1,66,9,1,5,505,28,9,2,486,16,5,5,4,3,4,194,17,2,9,19,1,14,12,3,5,5,143,14,5,79,17,4,5,435,16
"4",12,5,2,11,3,15,5,2,1,2,54,2,20,35,3,4,5,10,2,3,1,199,6,4,3,6,1,4,4,27,3,16,1,4,7,5,48,11,3,1,5,2,3,1,3,4,3,5,1,10,3,4,37,3,21,5,4,4,3,262,3,6,9,3,24,1,8,3,2,2,6,5,130,7,2,1,5,9,10,3,19,19,50,5,4,5,3,3,641,5,1,21,3,2,1,312,9,39,1,3,5,4,4,2,11,2,10,4,4,261,2,1,1,2,28,49,1,5,1,2,18,4,89,2,1,2,7,2,4,2,4,4,14,4,20,8,2,6,10,6,3,3,2,105,7,6,98,3,1,3,29,11,2,4,2,85,1,1,2,3,3,3,3,1,2,31,39,13,4,5,618,3,17,2,5,1,4,2,2,2,3,2,92,2,2,22,3,43,2,2,34,4,3,3,2,1,349,4,2,1
"5",2,1,4,74,11,1,2,4,7,1,4,12,2,1,4,2,3,4,1,1,7,2,1,1,1,1,3,1,3,11,2,4,2,1,1,2,1,3,2,4,1,5,1,2,4,1,17,1,2,1,1,2,1,1,1,3,1,1,2,2,2,1,3,9,4,2,2,4,1,1,4,2,1,1,3,31,3,18,1,2,1,4,5,8,3,2,4,1,39,3,2,1,2,3,2,2,1,1,6,1,3,89,2,1,1,1,5,2,2,3,5,2,2,4,2,2,38,3,4,1,1,2,1,93,4,1,3,1,1,3,2,10,4,3,1,1,1,4,3,3,1,4,5,1,1,12,1,13,4,2,1,13,6,6,1,4,2,2,3,1,9,4,1,4,4,2,7,2,3,1,3,1,4,1,3,4,12,3,1,6,2,22,1,3,1,3,2,2,26,4,14,1,2,1,4,23,1,3,1,3
"6",2,1,1,9,7,3,1,2,4,5,1,1,3,4,2,1,5,1,7,5,1,3,2,3,4,3,28,2,1,2,2,45,16,1,5,3,2,2,2,1,11,1,10,3,1,3,1,2,30,1,3,1,3,4,4,2,13,2,1,12,10,2,1,12,1,6,1,4,7,4,2,1,9,4,55,3,1,5,2,2,5,25,1,2,3,4,1,4,8,7,3,2,1,1,78,1,9,1,3,4,8,1,1,5,6,4,2,10,3,1,1,9,22,1,1,7,2,2,5,6,3,5,2,1,5,3,1,14,7,1,1,3,1,6,398,5,13,3,1,1,15,8,5,3,209,1,4,46,4,1,4,2,12,5,13,2,5,69,1,3,1,34,2,3,6,1,87,98,1,2,1,6,1,3,4,1,8,1,60,13,37,1,5,45,7,4,2,1,390,8,1,3,1,2,12,3,4,3,6,5
"7",8,16,2,1,11,96,6,12,26,6,4,3,1,3,1,2,4,3,3,6,3,1,3,4,6,6,3,4,3,1,136,1,14,29,9,2,264,1,1,47,2,4,2,4,3,2,96,3,6,50,11,3,6,2,1,3,21,3,11,1,1,6,2,1,2,10,3,1,3,3,1,25,2,3,14,2,3,7,3,5,2,1,7,1,23,1,2,21,1,9,10,35,2,2,17,4,11,3,122,92,3,11,8,21,9,9,5,1,1,2,7,5,7,7,3,1,7,4,2,26,6,1,3,7,6,4,2,4,4,4,3,1,381,1,5,2,2,2,2,2,355,2,1,8,2,4,3,1,1,6,1,27,1,1,183,3,3,4,6,4,4,1,28,6,3,6,1,13,4,35,2,8,12,260,1,6,30,72,56,1,1,128,11,8,3,3,12,3,1,1,11,16,134,1,1,8,2,1,7,3
"8",1,6,6,2,34,372,3,304,2,8,52,4,4,2,142,22,196,36,34,3,5,8,73,18,15,1,4,20,134,446,574,16,54,6,3,11,75,219,111,152,39,51,17,5,28,5,10,766,4,3,332,99,9,5,3,1,14,52,510,15,500,15,25,2,11,21,4,7,64,6,14,74,81,199,2,6,90,12,5,195,33,2,2,90,1,44,6,154,175,2,22,4,134,11,225,3,2,5,53,245,2,87,208,3,112,3,83,2,10,36,2,55,6,39,58,4,770,138,168,19,2,7,6,33,2,28,13,3,40,5,21,2,13,2,525,7,48,13,28,56,3,1,18,605,289,3,2,50,18,10,13,21,2,30,83,1,47,37,21,8,2,2,45,2,1,108,40,1,7,369,16,11,2,469,73,7,9,14,2,8,152,19,2,23,25,2,17,26,6,6,12,140,19,5,144,30,7,5,305,117
"9",34,7,7,27,10,33,8,1,1,2,41,2,64,74,3,3,15,58,2,2,2,550,13,5,2,5,2,6,6,66,3,58,1,4,16,7,115,9,4,2,9,3,3,1,2,4,5,4,1,22,6,4,49,1,54,6,8,4,18,598,4,3,10,9,89,1,35,5,2,2,15,5,278,6,5,1,2,8,20,3,38,75,113,4,2,14,3,6,741,19,1,10,4,3,1,325,7,93,1,2,5,5,27,4,64,1,7,4,5,193,5,1,1,2,23,81,1,40,1,2,10,3,70,2,1,2,5,5,11,2,9,5,17,3,171,12,4,11,64,5,4,3,2,221,8,11,39,10,2,3,57,74,3,2,2,172,1,1,3,11,3,7,5,1,2,56,41,34,3,16,483,5,42,2,2,2,18,2,3,4,3,5,267,6,2,6,5,135,5,2,14,8,12,4,4,2,695,14,8,2
"10",3,3,9,145,58,1,2,3,39,1,24,46,2,1,6,4,3,13,1,1,7,2,1,1,1,2,1,1,4,18,1,10,2,2,1,1,1,3,3,7,1,10,1,2,4,1,9,1,2,2,1,2,1,3,2,4,9,1,2,4,2,1,3,13,14,3,2,3,1,1,11,3,1,2,4,32,4,21,1,4,1,14,10,12,4,2,4,1,70,4,2,1,3,4,2,2,1,2,13,1,1,16,2,1,1,2,22,3,4,15,8,2,2,4,13,3,155,6,20,1,1,2,1,151,3,1,7,1,1,3,2,61,7,4,1,1,1,1,3,3,2,9,6,1,1,64,1,85,3,2,3,42,10,4,1,4,2,5,5,2,27,3,1,8,4,2,21,4,5,3,3,1,8,1,3,5,39,4,1,2,2,51,1,12,1,1,1,2,73,12,41,1,2,3,8,32,1,2,1,10
