"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",2,2,2,4,3,5,2,4,3,2,1,4,3,1,1,2,4,1,2,1,1,2,2,2,4,2,4,1,1,5,6,3,1,2,1,2,2,4,4,2,3,1,2,1,4,3,2,6,2,2,24,2,3,2,1,3,3,2,2,4,3,3,5,2,1,3,1,2,4,3,1,1,1,4,6,5,13,1,3,4,11,2,3,2,3,1,3,3,26,1,4,2,2,1,5,6,1,12,1,2,1,4,2,2,5,8,3,1,4,3,2,2,3,2,2,3,9,3,3,1,1,2,2,2,4,1,1,1,1,5,3,1,4,2,2,4,2,1,2,1,3,2,30,1,1,1,1,3,3,3,2,1,3,1,2,2,43,6,1,4,1,3,6,2,2,1,2,2,3,56,4,9,4,4,5,2,3,6,1,4,2,2,1,4,4,1,4,5,3,3,1,5,3,4,3,1,2,1,2,2
"2",1,1,1,2,5,1,4,1,2,1,3,2,7,2,2,1,1,5,5,2,4,1,1,1,1,3,1,4,5,1,1,4,2,1,2,1,1,3,5,1,4,4,1,2,2,2,8,1,3,1,1,1,1,1,2,2,1,1,1,6,1,2,3,6,2,4,2,1,1,2,3,4,2,1,1,2,4,4,1,1,3,1,1,1,7,2,1,4,2,3,2,1,1,2,1,1,3,5,3,1,2,2,1,1,1,4,2,2,3,1,3,1,1,1,4,1,1,6,4,2,3,1,1,1,7,2,3,2,2,3,2,4,1,1,1,1,1,3,4,2,5,1,25,2,2,2,2,2,5,1,1,2,1,5,3,1,2,1,2,2,2,1,5,3,1,4,7,1,4,2,3,7,5,5,1,4,1,3,2,3,1,5,2,2,3,6,2,2,1,5,2,1,1,1,5,3,4,2,1,1
"3",5,131,6,5,4,3,5,2,4,5,11,3,5,4,3,6,7,10,4,4,3,55,3,4,5,4,2,2,303,2,2,6,3,8,5,8,4,5,3,3,2,5,8,4,6,4,4,3,12,3,3,5,6,4,3,5,17,4,3,3,8,4,4,3,5,9,4,4,5,4,4,5,4,2,5,3,2,7,31,2,4,4,9,4,23,3,4,2,169,9,13,3,4,4,4,4,126,21,4,4,6,24,3,16,3,12,5,9,39,5,9,4,4,6,3,2,4,2,5,4,45,8,70,3,9,107,13,3,3,4,5,5,439,13,3,5,3,79,9,3,7,4,18,4,3,3,3,5,4,4,8,5,7,4,54,4,4,3,8,3,144,6,3,37,18,3,62,5,6,12,6,199,3,191,2,9,110,2,5,5,261,3,21,5,1,3,1,1,5,4,228,3,2,2,1,6,39,3,4,6
"4",6,4,4,1,1,2,3,5,1,3,4,1,1,5,4,5,5,2,1,5,5,5,9,3,3,5,3,6,2,3,4,2,4,13,3,4,3,2,1,5,8,3,4,5,3,5,3,4,1,9,2,3,4,5,4,4,4,5,4,11,4,1,2,5,4,2,20,5,3,8,7,3,5,5,2,8,3,3,4,16,1,8,6,5,2,5,5,5,19,5,3,4,5,3,3,3,5,13,5,6,3,3,4,4,2,6,1,14,1,4,4,3,139,8,7,6,3,1,2,3,4,4,3,5,6,5,237,5,4,2,4,3,3,4,5,2,6,4,13,5,2,3,17,12,4,5,12,1,1,28,4,4,2,2,17,7,1,4,3,1,6,5,4,1,3,11,1,7,2,1,1,1,2,30,3,1,9,1,3,2,6,4,5,3,38,2,5,4,39,1,6,2,4,127,6,4,5,4,3,93
"5",14,3,3,3,2,4,1,3,34,4,2,6,2,3,5,12,3,3,3,3,2,10,4,6,2,1,5,3,3,4,3,1,5,3,4,3,5,1,2,4,5,2,3,3,1,1,1,2,5,4,28,4,2,3,8,1,2,3,7,5,2,5,1,1,3,1,6,3,2,1,2,2,6,3,3,1,1,2,2,3,2,12,2,3,1,4,2,1,1,2,1,5,3,12,2,2,2,1,2,3,4,1,5,3,4,2,4,13,2,2,1,5,2,3,1,4,2,4,1,5,2,6,4,4,5,3,2,4,10,1,1,2,2,10,4,3,4,2,1,4,4,5,19,3,9,4,4,4,2,2,5,3,19,3,1,3,3,2,4,5,3,2,2,4,4,2,3,3,1,7,2,2,1,1,6,3,2,4,4,1,3,1,4,1,2,4,3,8,2,2,4,4,5,13,2,2,6,227,5,4
"6",3,3,4,4,33,4,2,4,1,2,2,3,4,1,2,2,3,1,2,1,1,3,3,3,5,2,3,1,1,5,63,7,1,3,1,2,2,4,4,1,3,1,2,1,4,3,5,8,1,2,35,3,4,4,1,2,5,2,2,2,3,5,5,4,1,3,1,2,5,6,1,2,1,5,7,6,43,1,3,5,25,2,2,2,2,1,1,5,109,1,5,2,2,1,5,11,1,64,1,1,1,12,2,2,2,8,6,1,8,2,2,1,3,2,2,3,9,6,3,1,3,2,2,3,1,1,1,2,1,3,3,1,2,4,2,5,2,1,2,1,2,2,28,1,1,1,2,3,3,2,2,1,7,1,2,2,113,15,1,5,1,3,6,1,3,2,1,2,4,109,4,16,4,4,7,3,4,8,1,4,2,2,3,5,7,1,3,4,6,3,1,5,2,3,3,1,1,1,2,2
"7",1,1,1,2,89,1,4,1,2,1,1,2,6,2,1,1,1,12,5,2,4,1,1,1,1,4,2,3,16,1,1,8,2,1,2,1,1,3,6,3,6,4,1,3,2,1,15,1,3,1,1,1,1,1,2,3,1,1,1,8,1,2,1,14,2,8,2,1,1,2,2,7,2,1,1,3,4,2,2,1,3,1,1,1,4,2,2,2,5,6,1,1,1,2,2,1,3,4,3,2,2,2,1,1,1,3,1,2,4,1,5,2,1,1,4,2,1,13,4,2,2,1,1,1,8,2,3,1,2,8,1,3,1,2,1,1,1,3,13,2,5,1,29,2,5,2,1,2,17,1,1,3,1,7,7,1,2,2,3,2,2,2,5,3,1,4,48,1,7,3,3,17,8,5,3,4,1,3,2,3,1,5,2,2,2,4,1,2,1,8,2,1,1,1,5,3,3,3,1,1
"8",2,83,5,5,9,7,6,2,7,5,7,4,9,3,3,4,10,22,4,4,3,151,2,4,4,5,4,2,145,2,2,59,3,24,12,27,5,5,3,2,1,5,40,4,5,4,3,5,7,3,4,5,10,8,3,40,19,5,5,3,52,3,2,3,6,72,3,3,4,3,5,22,3,3,5,4,2,10,148,2,8,4,29,3,18,3,5,3,484,4,39,4,6,5,7,3,49,18,4,4,5,9,3,69,4,43,3,36,33,4,26,4,4,4,3,1,6,2,6,4,35,13,186,2,13,44,26,3,3,6,6,5,457,84,3,4,3,34,15,3,6,4,6,8,9,3,3,4,14,4,10,7,9,4,52,4,7,1,6,3,381,9,4,109,39,3,124,8,5,32,10,233,3,57,2,5,238,2,5,5,429,3,75,6,1,2,2,1,13,4,81,3,3,2,1,4,28,5,4,4
"9",4,5,3,1,3,2,3,6,3,3,4,1,1,4,4,68,5,3,1,6,5,10,50,2,3,3,1,15,6,3,29,2,5,43,5,4,3,1,1,11,16,3,3,5,3,5,2,3,2,30,2,2,3,5,9,4,4,7,6,47,2,1,4,2,5,2,35,6,2,20,11,3,63,4,3,37,3,4,4,49,1,3,18,5,3,6,7,13,104,11,4,3,4,7,1,4,5,44,7,13,3,3,7,4,3,4,2,71,1,5,7,3,389,17,16,7,3,1,2,3,6,3,3,5,6,16,261,15,4,4,8,4,4,1,6,2,28,25,40,31,3,3,4,51,2,5,30,1,1,70,5,6,4,2,82,6,1,5,2,1,38,5,2,2,2,31,2,26,2,1,1,1,2,10,1,1,27,1,3,2,7,4,7,3,87,3,5,7,16,1,14,2,4,158,9,6,5,10,3,85
"10",42,2,2,3,2,9,1,3,54,4,3,5,2,5,41,109,2,2,3,3,2,26,4,9,2,1,6,4,2,4,13,1,16,2,4,3,4,2,2,15,7,2,7,2,1,2,1,2,16,4,12,4,2,2,33,1,2,3,18,5,4,7,3,1,3,1,20,4,3,1,3,1,72,2,2,1,1,3,1,3,2,70,3,4,1,4,3,1,1,2,2,6,3,38,3,2,2,1,2,5,4,1,28,3,9,1,7,70,2,3,1,6,2,5,1,4,2,4,1,5,1,6,6,4,5,13,4,6,26,1,2,2,3,53,5,3,5,7,5,4,4,5,19,3,21,4,5,5,2,3,3,2,57,3,1,3,3,3,4,6,8,1,1,4,7,1,3,3,1,80,2,3,1,1,5,2,2,4,6,1,3,1,6,1,3,9,4,14,4,2,7,4,5,28,2,2,6,305,5,6
