"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",10,3,1,5,11,6,4,1,2,1,2,12,2,86,1,3,3,11,5,26,3,2,9,8,2,5,39,12,1,2,3,28,3,4,3,134,2,2,5,3,63,1,5,3,2,8,1,10,6,2,4,4,3,9,3,34,7,14,2,156,4,3,1,2,1,1,4,2,4,5,1,5,5,4,4,3,33,4,4,119,4,6,1,2,4,80,2,7,6,3,3,2,1,3,2,2,14,2,3,153,55,1,2,3,11,252,3,32,1,5,48,3,22,3,1,7,3,2,7,3,4,23,14,4,3,4,2,3,20,3,2,13,2,21,3,6,12,4,3,1,4,1,2,3,704,6,8,39,2,1,3,1,25,8,3,19,4,11,3,3,4,53,8,3,4,3,63,7,1,2,2,5,9,21,6,10,4,4,6,10,88,2,12,4,3,5,8,2,5,43,2,6,8,3,16,12,37,2,12,5
"2",3,5,3,1,231,13,3,3,6,3,3,9,3,2,2,5,4,3,3,7,7,1,10,7,3,4,46,2,45,6,590,7,16,3,17,2,22,3,1,6,4,4,4,5,4,3,109,9,40,6,2,49,4,3,688,7,14,19,8,3,6,2,3,73,4,4,2,3,3,3,6,3,2,39,3,8,3,5,2,13,2,1,15,8,43,3,4,55,3,54,15,4,3,2,225,35,10,3,10,3,12,4,13,45,2,4,17,2,6,6,6,4,5,4,13,3,76,228,6,88,44,5,2,1,4,3,12,398,7,23,6,2,86,3,33,4,4,83,4,2,663,5,3,88,4,9,3,19,24,5,7,3,4,12,76,3,3,173,1,4,1,3,229,7,3,4,1,256,2,32,154,3,43,26,2,1,3,388,11,8,3,1,20,13,9,2,54,6,3,5,3,16,4,21,3,1,2,59,3,7
"3",2,4,2,37,179,450,2,114,1,68,13,15,6,4,12,2,292,5,4,206,8,3,498,408,18,1,6,5,37,331,375,9,114,200,14,5,29,26,18,49,9,258,42,11,6,83,2,398,80,286,285,226,5,4,2,5,853,45,4,206,180,47,94,10,3,9,5,188,94,7,24,83,18,82,11,5,28,32,9,126,18,3,5,486,5,7,12,60,15,138,14,198,44,6,34,3,3,4,4,47,6,124,14,66,18,6,13,33,10,20,13,66,71,19,266,16,20,741,826,62,1,8,28,98,9,178,6,6,5,282,10,6,26,4,109,32,3,24,82,70,6,12,80,209,37,3,4,67,405,164,54,13,7,55,53,7,53,351,26,5,9,17,203,5,5,49,162,1,15,154,8,54,55,513,10,3,149,62,4,2,19,9,55,8,66,7,204,3,8,8,14,114,3,4,126,28,14,8,199,331
"4",4,2,24,38,1,1,7,4,9,4,21,2,4,3,32,4,1,2,1,2,1,37,34,2,9,3,2,4,4,9,2,40,2,1,2,4,1,7,3,4,3,2,2,4,8,2,29,2,1,89,7,3,2,2,4,4,1,4,19,12,2,4,44,1,31,2,1,1,2,1,2,2,14,1,2,1,1,1,11,2,3,2,40,1,11,4,1,3,4,2,1,3,2,107,7,12,9,6,11,2,1,2,5,2,3,1,8,3,8,1,1,1,3,1,14,1,1,6,4,2,2,1,19,2,2,2,3,2,3,2,3,1,1,2,2,2,2,2,2,11,2,2,5,2,2,1,2,7,1,2,24,7,1,2,2,2,2,1,5,1,3,5,2,1,2,2,6,5,9,3,51,2,13,2,3,2,2,1,2,23,62,3,34,1,2,6,2,7,1,1,4,65,2,1,2,2,8,3,2,2
"5",1,1,15,3,8,4,1,2,3,2,1,1,1,1,3,1,2,1,2,1,2,4,1,1,1,2,1,1,2,1,1,1,1,2,1,1,6,1,2,1,1,6,1,1,1,1,20,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,2,17,2,3,3,6,1,2,3,1,1,2,1,2,2,2,1,1,1,9,2,3,1,1,5,1,5,1,2,1,4,1,1,1,1,1,6,1,2,3,1,1,1,2,1,1,2,7,2,2,1,2,2,2,2,1,1,1,6,2,1,3,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,3,1,4,1,1,1,139,1,2,3,3,1,2,3,4,1,1,1,2,2,2,2,1,1,2,1,1,2,2,4,1,1,1,1,1,1,4,1,2,1,1,1,32,1,3,1,1,1,1,2,2,1,1,1,2,1,15,1,1,1,3
"6",14,2,1,12,9,6,2,1,12,1,3,19,1,18,2,4,3,14,12,26,2,2,4,7,2,5,7,12,1,4,7,27,3,3,2,368,2,2,2,2,139,1,5,3,1,13,1,6,15,2,13,2,3,11,2,61,13,37,1,238,3,4,1,2,1,1,3,2,4,8,1,6,8,9,4,2,53,2,4,68,4,5,1,1,4,85,2,6,5,2,2,2,1,2,2,2,5,2,2,358,97,1,2,6,21,311,4,93,1,2,104,2,13,4,1,4,5,2,6,3,3,46,28,2,3,4,1,3,20,3,2,25,2,33,3,2,21,13,1,1,4,1,2,2,526,8,7,40,1,1,3,1,47,5,3,20,3,4,2,2,2,123,11,2,3,2,85,4,1,2,1,6,10,37,12,15,3,4,1,33,209,2,8,3,3,5,6,1,6,12,1,3,8,1,24,15,24,2,10,4
"7",1,4,2,1,275,27,4,2,7,3,2,16,2,1,1,7,4,3,3,4,3,1,9,9,3,2,183,2,57,6,362,16,16,2,20,3,27,3,1,7,3,8,3,4,5,3,137,9,20,11,4,42,4,3,620,5,35,24,9,1,9,3,3,148,3,3,2,3,3,3,8,2,2,33,2,7,2,3,2,31,2,3,28,13,40,3,4,63,2,182,18,4,3,3,105,45,28,3,3,4,23,4,18,78,2,4,35,2,2,5,8,3,6,5,16,3,171,267,5,176,48,5,1,1,5,3,23,354,10,29,6,1,41,1,22,3,4,91,3,2,787,7,3,74,4,34,3,25,24,3,7,3,3,8,71,3,1,406,1,4,1,1,197,3,4,3,1,192,3,72,319,4,65,33,1,1,2,419,9,7,3,1,32,19,9,1,58,3,3,5,3,26,7,21,4,2,3,50,2,16
"8",3,3,3,37,250,466,1,190,3,88,14,14,5,2,14,2,311,4,11,46,10,3,661,439,27,1,10,5,38,453,337,13,67,216,14,2,12,22,47,96,15,231,51,23,6,69,5,312,111,163,152,414,6,4,3,6,722,55,6,423,138,59,43,18,2,20,5,49,150,5,17,49,4,73,10,4,56,10,9,153,51,2,9,417,1,4,9,57,13,69,36,161,36,8,9,3,3,6,6,64,4,79,15,82,18,6,25,59,20,23,14,90,40,16,508,20,13,625,817,153,1,8,21,104,6,121,8,9,4,188,9,8,75,5,266,63,3,18,75,124,6,12,67,204,14,9,2,111,203,57,14,7,5,62,22,17,20,95,28,5,8,30,78,8,6,26,260,1,8,33,23,108,31,327,9,3,127,158,4,2,15,6,78,9,71,3,226,4,8,7,21,317,3,4,23,74,18,4,97,346
"9",6,5,30,81,4,1,15,4,8,10,58,6,7,3,42,3,2,1,1,2,1,128,85,18,53,4,2,3,7,12,3,46,4,1,5,5,1,4,4,4,4,3,4,5,12,2,55,2,2,244,8,7,2,2,6,10,1,2,113,123,2,5,112,1,136,2,1,1,2,1,2,4,9,1,3,1,1,1,25,6,3,6,44,4,116,16,1,10,22,4,1,3,2,144,14,17,11,33,9,2,2,2,4,2,6,1,10,3,15,1,1,1,8,1,12,1,1,9,11,2,2,2,34,4,2,2,4,2,11,1,3,3,1,3,2,4,2,2,4,35,3,2,5,3,2,12,4,5,2,2,37,17,1,1,1,2,7,1,12,1,4,16,3,1,1,5,4,11,5,5,257,2,24,2,3,2,6,1,5,39,101,27,171,1,2,7,2,16,2,1,13,160,2,2,2,7,28,9,3,2
"10",2,1,27,7,2,11,3,3,5,2,1,7,3,4,8,1,1,2,2,1,4,19,1,1,1,3,1,1,2,1,1,2,1,4,1,1,9,1,3,3,1,25,1,1,2,1,53,1,1,1,1,1,1,1,1,2,6,1,2,9,1,2,2,28,4,7,4,14,1,2,16,1,1,2,1,3,7,4,1,2,1,13,5,3,2,1,5,1,9,1,4,1,4,1,1,1,4,1,10,1,1,3,1,1,1,2,1,1,3,18,4,4,5,2,4,2,3,1,1,1,7,1,2,3,1,1,2,1,1,2,1,13,3,2,1,1,1,1,2,3,1,5,1,1,1,69,1,4,3,5,1,2,4,3,2,1,2,3,3,3,5,2,1,4,2,1,3,6,9,1,2,1,5,1,2,6,1,3,2,1,1,24,2,13,1,2,1,2,1,2,2,1,1,3,1,16,1,1,1,5
